Src_MAC,Dest_MAC,Time,Len
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957556.695727,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.130910,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.130924,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.131417,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.131424,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.132080,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.132086,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.132674,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.132680,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957559.133280,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.133286,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.133887,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.133893,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.134441,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.134447,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.135074,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.135079,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.135746,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957559.135752,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957560.536363,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957560.546815,72
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957586.936269,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.131310,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.131323,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.131787,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.131794,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.132210,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.132779,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.132785,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.133408,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957589.133414,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.134034,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.134040,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.134706,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.134712,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.136168,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.136174,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.136755,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.136761,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957589.137351,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957590.656598,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957590.672782,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957590.693844,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957590.704313,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957590.725494,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957590.735962,72
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957617.175984,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.131763,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.131776,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.132249,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.132255,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.132658,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.133223,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.133230,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.133921,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957619.133926,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.134668,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.134674,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.135289,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.135295,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.135846,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.135852,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.136519,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.136524,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957619.137119,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957620.835492,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957620.845948,72
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957647.416428,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.131683,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.131696,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.132202,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.132690,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.132696,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.133256,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.133262,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.134057,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957649.134063,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.134672,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.134679,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.135278,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.135284,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.135874,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.135880,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.136635,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.136641,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957649.137149,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957650.953662,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957650.964616,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957650.995978,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957651.006463,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957651.027461,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957651.037921,72
60:32:b1:64:50:6d,01:00:5e:00:00:01,1646957653.324310,32
60:32:b1:64:50:6d,33:33:00:00:00:01,1646957653.324962,0
60:32:b1:64:50:6d,01:00:5e:00:00:16,1646957657.383837,32
28:6d:97:77:cf:e8,01:00:5e:00:00:fb,1646957661.518047,32
60:32:b1:64:50:6d,01:00:5e:00:00:02,1646957662.303790,32
28:6d:97:77:cf:e8,01:00:5e:7f:ff:fa,1646957662.798021,32
28:6d:97:77:cf:e8,33:33:00:00:00:16,1646957663.438014,0
ee:3a:28:eb:91:a0,33:33:00:00:00:16,1646957663.502077,0
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957677.656536,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.132048,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.132063,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.132527,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.132533,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.132948,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.133678,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.133684,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.134399,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957679.134404,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.135012,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.135018,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.135610,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.135616,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.136226,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.136231,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.136751,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.136757,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957679.137542,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957681.154046,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957681.164491,72
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957707.894727,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.132510,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.132525,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.133028,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.133837,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.133843,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.134462,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.134468,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.135088,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957709.135094,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.135684,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.136324,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.136330,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.137011,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.137017,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.137622,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.137627,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.138185,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957709.138806,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957711.273367,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957711.283821,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957711.315505,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957711.325990,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957711.346995,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957711.357465,72
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957738.132883,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.132857,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.132870,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.133334,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.133786,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.133792,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.134373,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.134379,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.134955,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957739.134961,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.135661,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.135667,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.136297,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.136303,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.136852,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.136858,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.137485,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.137491,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957739.138109,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957741.473580,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957741.484127,72
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957768.374972,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.133279,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.133291,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.133781,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.133788,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.134193,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.134757,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.134763,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.135359,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957769.135365,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.136026,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.136033,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.136638,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.136644,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.137192,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.137198,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.137803,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.137808,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957769.138404,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957771.612088,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957771.630761,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957771.651787,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957771.662266,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957771.683303,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957771.693766,72
60:32:b1:64:50:6d,01:00:5e:00:00:01,1646957778.432091,32
60:32:b1:64:50:6d,33:33:00:00:00:01,1646957778.432790,0
28:6d:97:77:cf:e8,33:33:00:00:00:16,1646957780.077097,0
60:32:b1:64:50:6d,01:00:5e:00:00:02,1646957782.092082,32
60:32:b1:64:50:6d,01:00:5e:00:00:16,1646957783.292090,32
28:6d:97:77:cf:e8,01:00:5e:00:00:fb,1646957785.037075,32
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957785.462038,32
ee:3a:28:eb:91:a0,33:33:00:00:00:16,1646957788.686092,0
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957798.627552,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.133494,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.133508,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.133973,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.133979,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.134592,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.134598,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.135228,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.135234,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957799.135782,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.135788,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.136365,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.136371,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.136968,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.136974,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.137611,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.137617,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.138218,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957799.138223,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957801.790528,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957801.801021,72
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957828.889675,354
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.133896,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.133905,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.134405,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.134411,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.135117,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.135123,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.135745,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.135751,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957829.136334,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.136341,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.137016,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.137022,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.137569,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.137575,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.138253,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.138259,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.138920,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957829.138926,440
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957831.911544,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957831.922060,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957831.953805,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957831.964274,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957831.985277,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957831.995738,72
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.134402,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.134416,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.134861,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.135345,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.135351,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.135963,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.135969,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.136504,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957859.136511,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.137146,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.137153,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.137816,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.137821,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.138485,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.138491,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.139030,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.139036,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957859.139596,440
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957859.148718,354
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957862.112430,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957862.122875,72
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.134249,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.134261,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.134266,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.135147,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.135153,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.135807,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.135814,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.136442,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957889.136449,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.137110,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.137592,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.137598,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.138192,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.138672,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.138678,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.139264,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.139270,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957889.139908,440
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957889.390980,354
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957892.231237,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957892.241688,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957892.272633,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957892.283099,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957892.304109,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957892.314579,72
60:32:b1:64:50:6d,01:00:5e:00:00:01,1646957903.526313,32
60:32:b1:64:50:6d,33:33:00:00:00:01,1646957903.526987,0
60:32:b1:64:50:6d,01:00:5e:00:00:02,1646957906.580324,32
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957907.900313,32
28:6d:97:77:cf:e8,01:00:5e:00:00:fb,1646957907.991595,32
ee:3a:28:eb:91:a0,33:33:00:00:00:16,1646957912.078092,0
28:6d:97:77:cf:e8,33:33:00:00:00:16,1646957912.391547,0
60:32:b1:64:50:6d,01:00:5e:00:00:16,1646957913.340246,32
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.134659,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.134673,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.135130,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.135137,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.135562,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.136126,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.136132,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.136735,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957919.136741,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.137403,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.137409,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.138054,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.138060,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.138862,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.138868,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.139484,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.139490,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957919.140143,440
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957919.628887,354
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957922.431234,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957922.441689,72
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.135119,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.135133,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.135596,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.135603,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.136135,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.136623,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.136629,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.137279,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957949.137285,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.137913,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.137919,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.138434,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.138439,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.139081,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.139087,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.139755,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.139761,440
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957949.140306,440
60:32:b1:64:50:6d,ff:ff:ff:ff:ff:ff,1646957949.864683,354
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957952.549523,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957952.560429,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957952.588814,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957952.599276,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957952.620303,72
60:32:b1:64:50:6d,01:00:5e:00:00:fb,1646957952.630758,72
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.135248,408
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.135262,417
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.135715,480
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.136167,476
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.136173,456
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.136806,488
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.136811,470
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.137388,472
60:32:b1:64:50:6d,01:00:5e:7f:ff:fa,1646957979.137395,472
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.138072,376
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.138078,385
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.138652,448
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.138658,444
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.140454,424
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.140963,456
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.140969,438
60:32:b1:64:50:6d,33:33:00:00:00:0c,1646957979.141570,440
